WireTransferID,OriginatingCountry,BeneficiaryCountry,Currency,TransferAmount,SenderAccountType,KYC_VerificationLevel,PEP_Status,SanctionsScreeningResult,TransactionsInLast24h,StructuringRiskIndex,AML_SuspiciousActivityFlag
SWIFT_00000196,US,IN,GBP,97567.94,OFFSHORE_TRUST,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,8,0.99,1
SWIFT_00000197,CH,AE,INR,196286.80,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,2,0.91,1
SWIFT_00000198,GB,GB,EUR,10856.96,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,5,0.51,0
SWIFT_00000199,GB,CY,GBP,237891.82,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,11,0.51,1
SWIFT_00000200,DE,SG,EUR,37804.61,ESCROW,TIER_1_STANDARD,NO,CLEAR,15,0.87,0
SWIFT_00000201,SG,US,GBP,50460.57,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.61,0
SWIFT_00000202,GB,VG,EUR,138334.98,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,14,0.72,0
SWIFT_00000203,DE,IN,AED,79822.72,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,1,0.43,0
SWIFT_00000204,US,RU,EUR,232743.83,ESCROW,TIER_2_ENHANCED,NO,CLEAR,1,0.76,1
SWIFT_00000205,PA,CY,INR,86405.17,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.47,1
SWIFT_00000206,GB,RU,GBP,174091.36,ESCROW,TIER_2_ENHANCED,YES,CLEAR,7,0.79,1
SWIFT_00000207,IN,AE,GBP,1012.28,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,CLEAR,4,0.89,1
SWIFT_00000208,PA,RU,EUR,142533.60,OFFSHORE_TRUST,TIER_1_STANDARD,YES,CLEAR,4,0.16,1
SWIFT_00000209,DE,AE,USD,224306.97,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,2,0.34,0
SWIFT_00000210,KY,HK,AED,111816.23,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.79,1
SWIFT_00000211,SG,RU,GBP,69847.28,ESCROW,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,11,0.50,1
SWIFT_00000212,AE,CY,AED,123662.00,ESCROW,TIER_2_ENHANCED,YES,CLEAR,10,0.61,1
SWIFT_00000213,PA,HK,INR,76397.17,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,11,0.34,1
SWIFT_00000214,US,AE,GBP,124445.90,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,12,0.40,1
SWIFT_00000215,DE,VG,INR,33775.44,ESCROW,TIER_2_ENHANCED,NO,CLEAR,1,0.38,0
SWIFT_00000216,CH,GB,USD,120092.55,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,4,0.01,1
SWIFT_00000217,GB,CY,GBP,10041.87,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,3,0.40,0
SWIFT_00000218,DE,US,INR,30857.96,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,CLEAR,15,0.46,1
SWIFT_00000219,CH,CY,INR,245224.54,ESCROW,TIER_1_STANDARD,NO,CLEAR,1,0.40,1
SWIFT_00000220,PA,AE,GBP,198346.98,CORPORATE_CURRENT,TIER_1_STANDARD,YES,CLEAR,4,0.47,1
SWIFT_00000221,AE,VG,EUR,46900.90,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,8,0.64,0
SWIFT_00000222,CH,HK,EUR,137527.28,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,8,0.86,1
SWIFT_00000223,CH,HK,INR,28820.72,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,8,0.16,0
SWIFT_00000224,CH,IN,AED,120582.75,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,8,0.30,1
SWIFT_00000225,DE,AE,GBP,198227.38,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.73,1
SWIFT_00000226,SG,CY,GBP,89729.32,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,1,0.31,1
SWIFT_00000227,DE,GB,AED,185903.16,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,1,0.15,0
SWIFT_00000228,CH,SG,SGD,249063.68,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,2,0.21,0
SWIFT_00000229,US,CY,AED,10669.02,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,12,0.19,0
SWIFT_00000230,DE,AE,USD,179226.59,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,CLEAR,5,0.41,1
SWIFT_00000231,GB,VG,SGD,132244.40,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,12,0.34,1
SWIFT_00000232,GB,IN,SGD,103825.32,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.08,0
SWIFT_00000233,SG,AE,AED,4807.10,ESCROW,TIER_1_STANDARD,NO,CLEAR,10,0.42,0
SWIFT_00000234,DE,CY,USD,26060.59,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.12,0
SWIFT_00000235,PA,IN,SGD,239316.33,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,4,0.78,1
SWIFT_00000236,US,US,USD,170153.86,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,14,0.99,0
SWIFT_00000237,SG,HK,GBP,74003.76,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,15,0.12,1
SWIFT_00000238,AE,AE,GBP,151388.89,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,2,0.49,1
SWIFT_00000239,SG,IN,SGD,79885.29,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,11,0.64,1
SWIFT_00000240,AE,US,SGD,36336.29,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,2,0.58,1
SWIFT_00000241,GB,IN,USD,80251.10,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,6,0.66,0
SWIFT_00000242,DE,GB,SGD,81274.69,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,2,0.72,0
SWIFT_00000243,IN,SG,INR,44033.58,ESCROW,TIER_2_ENHANCED,YES,CLEAR,12,0.84,1
SWIFT_00000244,PA,VG,AED,233930.46,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,1,0.08,1
SWIFT_00000245,GB,RU,GBP,46429.04,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,7,0.92,0
SWIFT_00000246,CH,US,SGD,24795.21,OFFSHORE_TRUST,TIER_1_STANDARD,YES,CLEAR,6,0.76,1
SWIFT_00000247,US,CY,INR,20301.97,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,7,0.51,1
SWIFT_00000248,KY,SG,EUR,53022.59,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.49,1
SWIFT_00000249,PA,VG,USD,45857.28,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.38,1
SWIFT_00000250,GB,RU,GBP,218931.93,ESCROW,TIER_1_STANDARD,NO,CLEAR,10,0.92,1
SWIFT_00000251,CH,HK,AED,137795.26,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,5,0.66,0
SWIFT_00000252,KY,GB,INR,188943.59,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,1,0.01,1
SWIFT_00000253,CH,CY,USD,89816.25,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,9,0.89,0
SWIFT_00000254,KY,CY,USD,46514.46,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,8,0.70,1
SWIFT_00000255,KY,AE,USD,129511.28,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.56,1
SWIFT_00000256,IN,GB,USD,25961.71,ESCROW,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,15,0.31,1
SWIFT_00000257,GB,IN,EUR,59251.13,ESCROW,TIER_1_STANDARD,NO,CLEAR,11,0.23,0
SWIFT_00000258,IN,IN,EUR,18390.00,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,8,0.69,1
SWIFT_00000259,US,CY,USD,122527.85,ESCROW,TIER_2_ENHANCED,NO,CLEAR,15,0.71,1
SWIFT_00000260,CH,VG,USD,205699.56,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,7,0.58,0
SWIFT_00000261,GB,AE,EUR,119673.80,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,11,0.01,1
SWIFT_00000262,AE,IN,INR,77559.21,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,1,0.78,0
SWIFT_00000263,GB,IN,INR,229387.99,ESCROW,TIER_1_STANDARD,NO,CLEAR,7,0.52,1
SWIFT_00000264,AE,VG,GBP,237896.16,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,6,0.64,1
SWIFT_00000265,KY,GB,EUR,141953.38,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.91,1
SWIFT_00000266,GB,HK,EUR,129762.32,ESCROW,TIER_2_ENHANCED,NO,CLEAR,2,0.93,1
SWIFT_00000267,US,AE,SGD,53490.04,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,10,0.37,0
SWIFT_00000268,CH,US,SGD,104431.26,ESCROW,TIER_1_STANDARD,NO,CLEAR,6,0.30,0
SWIFT_00000269,PA,SG,AED,138458.31,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,9,0.05,1
SWIFT_00000270,GB,GB,EUR,154155.04,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,10,0.24,0
SWIFT_00000271,IN,IN,GBP,100324.68,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.03,0
SWIFT_00000272,PA,HK,AED,12520.06,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,12,0.38,1
SWIFT_00000273,US,US,INR,2511.07,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,4,0.34,0
SWIFT_00000274,PA,US,AED,221780.59,ESCROW,TIER_1_STANDARD,NO,CLEAR,13,0.78,1
SWIFT_00000275,KY,CY,USD,203965.62,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,11,0.73,1
SWIFT_00000276,AE,IN,GBP,19983.74,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,4,0.20,0
SWIFT_00000277,DE,CY,SGD,124184.84,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,9,0.97,0
SWIFT_00000278,IN,US,SGD,248355.61,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.23,0
SWIFT_00000279,US,IN,GBP,126198.95,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,14,0.43,1
SWIFT_00000280,CH,US,SGD,205358.66,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.21,0
SWIFT_00000281,KY,AE,INR,140366.50,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,14,0.25,1
SWIFT_00000282,US,CY,AED,33218.54,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,13,0.56,1
SWIFT_00000283,KY,HK,AED,80478.74,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,7,0.27,1
SWIFT_00000284,US,CY,USD,52330.27,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,4,0.65,1
SWIFT_00000285,AE,US,INR,127189.53,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,11,0.15,0
SWIFT_00000286,PA,SG,USD,222985.37,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,4,0.32,1
SWIFT_00000287,DE,GB,INR,134477.39,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,5,0.87,1
SWIFT_00000288,PA,VG,GBP,201855.74,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,14,0.41,1
SWIFT_00000289,PA,VG,USD,205082.68,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,3,0.05,1
SWIFT_00000290,US,GB,EUR,15503.44,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,8,0.04,0
SWIFT_00000291,AE,SG,EUR,124548.47,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,11,0.75,1
SWIFT_00000292,AE,VG,INR,214651.52,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,14,0.30,1
SWIFT_00000293,AE,RU,GBP,228854.45,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,3,0.39,1
SWIFT_00000294,AE,US,INR,47341.66,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,6,0.53,0
SWIFT_00000295,US,US,EUR,165263.24,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,POTENTIAL_SANCTION_MATCH,4,0.66,1
SWIFT_00000296,KY,HK,EUR,87774.78,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,5,0.08,1
SWIFT_00000297,GB,VG,INR,103327.48,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.29,1
SWIFT_00000298,IN,AE,AED,165705.99,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,4,0.84,1
SWIFT_00000299,PA,VG,EUR,133443.05,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,9,0.40,1
SWIFT_00000300,IN,HK,AED,163751.81,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,1,0.50,0
SWIFT_00000301,IN,CY,AED,243908.96,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.47,1
SWIFT_00000302,US,HK,EUR,237954.92,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,1,0.47,1
SWIFT_00000303,CH,RU,SGD,11921.11,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.90,0
SWIFT_00000304,SG,GB,INR,68208.78,ESCROW,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,10,0.66,1
SWIFT_00000305,KY,HK,EUR,154911.77,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,2,0.84,1
SWIFT_00000306,AE,GB,SGD,227681.96,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,10,0.42,1
SWIFT_00000307,DE,CY,EUR,110575.27,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,12,0.42,1
SWIFT_00000308,AE,RU,AED,32355.51,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,9,0.29,0
SWIFT_00000309,US,US,GBP,28608.96,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,7,0.52,1
SWIFT_00000310,US,VG,AED,14464.67,ESCROW,TIER_1_STANDARD,NO,CLEAR,9,0.26,0
SWIFT_00000311,SG,SG,GBP,127535.11,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,4,0.39,0
SWIFT_00000312,SG,HK,INR,53478.91,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,7,0.11,0
SWIFT_00000313,CH,IN,USD,179731.09,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,13,0.97,1
SWIFT_00000314,PA,RU,GBP,170984.84,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,CLEAR,3,0.66,1
SWIFT_00000315,SG,CY,USD,76408.06,ESCROW,TIER_2_ENHANCED,NO,CLEAR,10,0.20,0
SWIFT_00000316,PA,AE,INR,118032.61,ESCROW,TIER_1_STANDARD,NO,CLEAR,10,0.32,1
SWIFT_00000317,KY,HK,USD,103317.31,ESCROW,TIER_2_ENHANCED,YES,CLEAR,7,0.15,1
SWIFT_00000318,DE,GB,AED,246419.73,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,5,0.78,1
SWIFT_00000319,CH,HK,USD,28155.22,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.50,0
SWIFT_00000320,AE,VG,SGD,162115.80,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,5,0.51,1
SWIFT_00000321,SG,AE,EUR,27709.24,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,7,0.68,0
SWIFT_00000322,IN,CY,INR,102414.88,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,14,0.47,1
SWIFT_00000323,SG,GB,AED,70572.70,OFFSHORE_TRUST,TIER_1_STANDARD,YES,CLEAR,10,0.82,1
SWIFT_00000324,PA,RU,EUR,157111.46,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,9,0.82,1
SWIFT_00000325,US,AE,SGD,35722.63,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,9,0.86,0
SWIFT_00000326,IN,US,EUR,66744.34,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,5,0.87,0
SWIFT_00000327,CH,HK,SGD,149368.80,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,14,0.10,0
SWIFT_00000328,KY,RU,SGD,51402.81,ESCROW,TIER_2_ENHANCED,NO,CLEAR,4,0.65,1
SWIFT_00000329,GB,RU,INR,155340.61,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,7,0.59,1
SWIFT_00000330,PA,CY,USD,117525.68,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.99,1
SWIFT_00000331,CH,AE,USD,100836.72,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,7,0.40,1
SWIFT_00000332,IN,SG,INR,178349.70,ESCROW,TIER_1_STANDARD,NO,CLEAR,2,0.56,0
SWIFT_00000333,GB,SG,USD,63353.35,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.82,0
SWIFT_00000334,IN,CY,SGD,204438.63,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.42,0
SWIFT_00000335,DE,VG,SGD,182087.59,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.04,0
SWIFT_00000336,IN,GB,USD,17322.77,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,12,0.48,1
SWIFT_00000337,AE,HK,USD,57911.88,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,7,0.35,0
SWIFT_00000338,KY,VG,INR,59581.49,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,9,0.41,1
SWIFT_00000339,DE,CY,INR,125376.17,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,12,0.33,1
SWIFT_00000340,SG,VG,AED,134464.83,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.76,0
SWIFT_00000341,US,HK,GBP,210816.97,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,4,0.45,1
SWIFT_00000342,SG,US,USD,163994.90,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,POTENTIAL_SANCTION_MATCH,2,0.46,1
SWIFT_00000343,KY,IN,SGD,111077.58,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,10,0.09,1
SWIFT_00000344,DE,IN,GBP,106425.24,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,4,0.46,1
SWIFT_00000345,SG,GB,USD,50386.48,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.62,0
SWIFT_00000346,KY,GB,SGD,244732.78,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,5,0.30,1
SWIFT_00000347,CH,RU,USD,91174.88,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.24,0
SWIFT_00000348,GB,HK,USD,159884.03,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.41,0
SWIFT_00000349,IN,GB,USD,58475.92,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,13,0.88,0
SWIFT_00000350,IN,CY,USD,128143.51,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.21,0
SWIFT_00000351,AE,IN,AED,178456.72,ESCROW,TIER_1_STANDARD,YES,CLEAR,13,0.70,1
SWIFT_00000352,KY,SG,EUR,12862.29,ESCROW,TIER_2_ENHANCED,NO,CLEAR,14,0.87,1
SWIFT_00000353,IN,GB,USD,243388.66,ESCROW,TIER_2_ENHANCED,NO,CLEAR,8,0.23,1
SWIFT_00000354,SG,VG,SGD,108543.74,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,4,0.55,1
SWIFT_00000355,DE,AE,INR,118270.07,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,7,0.87,1
SWIFT_00000356,SG,IN,USD,56912.26,ESCROW,TIER_1_STANDARD,NO,CLEAR,13,0.92,0
SWIFT_00000357,GB,SG,AED,141600.25,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,12,0.53,1
SWIFT_00000358,CH,US,AED,109735.25,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,7,0.59,1
SWIFT_00000359,IN,SG,USD,249988.32,ESCROW,TIER_1_STANDARD,NO,CLEAR,4,0.93,0
SWIFT_00000360,DE,SG,GBP,105290.14,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.21,0
SWIFT_00000361,CH,HK,AED,61411.19,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,12,0.92,1
SWIFT_00000362,DE,RU,AED,111089.65,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,12,0.18,1
SWIFT_00000363,AE,US,AED,200111.51,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,CLEAR,5,0.24,1
SWIFT_00000364,DE,US,USD,17985.46,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,3,0.39,0
SWIFT_00000365,KY,US,INR,174204.63,ESCROW,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,15,0.82,1
SWIFT_00000366,US,US,AED,242793.42,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,3,0.08,1
SWIFT_00000367,GB,IN,EUR,80303.16,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,7,0.94,0
SWIFT_00000368,GB,SG,EUR,32703.11,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,2,0.60,1
SWIFT_00000369,SG,IN,EUR,24115.08,ESCROW,TIER_2_ENHANCED,NO,CLEAR,11,0.73,0
SWIFT_00000370,SG,US,AED,18979.42,CORPORATE_CURRENT,TIER_1_STANDARD,YES,CLEAR,9,0.32,1
SWIFT_00000371,KY,CY,GBP,76671.17,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,1,0.55,1
SWIFT_00000372,IN,US,USD,7097.15,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,4,0.58,0
SWIFT_00000373,KY,RU,USD,87439.85,ESCROW,TIER_2_ENHANCED,NO,CLEAR,12,0.51,1
SWIFT_00000374,US,CY,SGD,159586.01,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.67,0
SWIFT_00000375,DE,SG,SGD,158671.23,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,4,0.43,1
SWIFT_00000376,KY,US,AED,213606.66,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.15,1
SWIFT_00000377,CH,VG,USD,146051.18,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,9,0.04,0
SWIFT_00000378,CH,HK,EUR,184510.28,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.46,0
SWIFT_00000379,US,VG,AED,117817.46,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,7,0.53,1
SWIFT_00000380,CH,RU,AED,83405.62,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.58,0
SWIFT_00000381,DE,CY,GBP,90805.52,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,5,0.46,0
SWIFT_00000382,DE,GB,EUR,87491.85,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.23,0
SWIFT_00000383,KY,SG,AED,191866.75,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,7,0.90,1
SWIFT_00000384,GB,CY,AED,40146.77,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,2,0.41,0
SWIFT_00000385,US,GB,AED,70408.67,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,1,0.01,1
SWIFT_00000386,PA,HK,AED,173888.01,ESCROW,TIER_1_STANDARD,NO,CLEAR,12,0.70,1
SWIFT_00000387,IN,US,INR,149319.79,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,3,0.15,1
SWIFT_00000388,PA,RU,GBP,199999.87,OFFSHORE_TRUST,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,4,0.88,1
SWIFT_00000389,AE,AE,SGD,96853.82,ESCROW,TIER_1_STANDARD,YES,CLEAR,1,0.28,1
SWIFT_00000390,KY,RU,GBP,73909.53,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,13,0.09,1
SWIFT_00000391,US,VG,GBP,96366.82,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.16,0
SWIFT_00000392,PA,HK,EUR,243443.25,ESCROW,TIER_2_ENHANCED,NO,CLEAR,11,0.98,1
SWIFT_00000393,SG,IN,INR,184265.93,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,3,0.49,1
